@relation CM1-weka.filters.unsupervised.attribute.NumericTransform-R1-40-Cjava.lang.Math-Mlog

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PATHOLOGICAL_COMPLEXITY numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3.295837,3.295837,1.94591,1.098612,0,3.78419,2.70805,-1.609438,3.091042,0.693147,2.484907,-0.223144,4.189655,2.079442,-0.693147,4.290459,0.693147,?,?,3.593744,3.919793,11.433352,-0.494296,5.700444,-3.912023,8.54298,7.513524,-0.634878,2.397895,3.091042,3.970292,-1.966113,4.727388,5.225747,3.610918,3.496508,4.65396,0,1.646734,4.330733,N
1.94591,1.098612,0,1.386294,0,1.386294,0.693147,-1.609438,0.693147,0.693147,0.693147,0,1.791759,0,?,1.791759,0.693147,?,?,2.796671,1.252763,5.30211,-3.912023,2.772589,-1.237874,2.411439,4.049347,-0.693147,0,0.693147,1.791759,-2.207275,1.609438,2.397895,1.609438,1.94591,2.944439,0,3.816613,2.302585,N
2.302585,1.94591,1.609438,1.609438,0,2.484907,1.386294,-1.714798,1.791759,0.693147,1.098612,-0.287682,3.044522,0,?,2.833213,0.693147,?,?,3.437529,2.489894,8.416451,-2.040221,4.317488,-2.525729,5.52609,5.926926,-1.386294,1.098612,1.791759,2.944439,-2.120264,3.433987,3.78419,2.890372,2.639057,3.526361,0,3.261552,3.091042,N
3.091042,3.135494,1.94591,1.098612,0,3.583519,2.564949,-1.660731,2.890372,0.693147,2.197225,-0.371064,4.077537,2.197225,-0.400478,4.158883,0.693147,?,?,3.675541,3.768845,11.2135,-0.562119,5.645447,-3.912023,8.323128,7.444576,-0.371064,2.197225,2.890372,3.871201,-1.966113,4.644391,5.187386,3.583519,3.401197,4.51086,0,1.771557,4.204693,N
1.098612,1.94591,0,?,?,2.302585,1.386294,-1.609438,1.386294,0.916291,0.693147,-0.693147,2.484907,1.386294,0,2.995732,0,?,?,2.600465,2.772589,8.145518,-2.65926,3.850148,-2.813411,5.255149,5.372915,0,1.098612,1.609438,2.302585,-1.771957,2.772589,3.433987,2.079442,2.772589,3.178054,0,?,2.995732,N
1.098612,2.397895,0,?,?,2.772589,1.791759,-1.386294,1.791759,0.982078,0.693147,-1.108663,2.890372,1.791759,0,3.178054,0,?,?,2.994231,2.852439,8.699445,-2.120264,4.276666,-2.813411,5.809073,5.846814,0,1.609438,2.079442,2.639057,-1.560648,3.258097,3.828641,2.484907,2.772589,3.332205,0,?,3.178054,N
1.098612,2.397895,0,?,?,2.772589,1.791759,-1.386294,1.791759,0.982078,0.693147,-1.108663,2.890372,1.791759,0,3.178054,0,?,?,2.994231,2.852439,8.699445,-2.120264,4.276666,-2.813411,5.809073,5.846814,0,1.609438,2.079442,2.639057,-1.560648,3.258097,3.828641,2.484907,2.772589,3.332205,0,?,3.178054,N
?,1.609438,?,?,?,1.791759,1.098612,-1.108663,0.693147,1.098612,0,-1.108663,2.079442,1.098612,0,2.197225,0,?,?,2.68444,1.568616,5.821506,-3.912023,2.944439,-1.560648,2.931194,4.252914,0,0.693147,1.098612,1.94591,-1.203973,1.791759,2.564949,1.609438,2.079442,2.302585,0,?,2.197225,N
?,2.197225,?,?,?,2.302585,1.609438,-0.579818,0.693147,1.609438,0,-1.609438,2.484907,1.609438,0,2.197225,0,?,?,2.959587,1.860975,6.68103,-3.218876,3.433987,-1.832581,3.790759,4.820282,0,1.386294,1.94591,2.197225,-0.693147,2.302585,3.044522,1.94591,2.197225,2.302585,0,?,2.197225,N
?,1.609438,?,?,?,1.791759,1.098612,-1.108663,0.693147,1.098612,0,-1.108663,2.079442,1.098612,0,2.197225,0,?,?,2.21266,2.302585,6.817579,-3.506558,3.178054,-2.302585,3.927109,4.515027,0,0.693147,1.098612,1.94591,-1.203973,2.079442,2.772589,1.386294,2.302585,2.302585,0,?,2.197225,N
1.94591,0,?,?,0,?,0,-2.525729,?,?,0,0,0,0,?,2.484907,0,?,?,2.877512,2.197225,7.271843,-2.995732,3.610918,-2.207275,4.381527,5.074611,0,?,?,0.693147,-2.995732,2.484907,3.218876,2.079442,2.484907,3.044522,0,2.039921,2.484907,Y
1.94591,0,?,?,0,?,0,-2.525729,?,?,0,0,0,0,?,2.484907,0,?,?,2.877512,2.197225,7.271843,-2.995732,3.610918,-2.207275,4.381527,5.074611,0,?,?,0.693147,-2.995732,2.484907,3.218876,2.079442,2.484907,3.044522,0,2.039921,2.484907,Y
?,1.098612,?,?,?,1.386294,0.693147,-1.966113,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.639057,0.693147,?,?,3.604954,1.95586,7.516961,-2.407946,4.025352,-1.966113,4.62654,5.560912,-0.693147,0,0.693147,1.791759,-2.040221,2.890372,3.637586,2.639057,2.397895,2.70805,0,?,2.639057,N
3.663562,2.197225,2.079442,2.197225,2.639057,2.772589,1.609438,-2.65926,2.079442,0.693147,1.609438,0,3.178054,0,?,4.094345,2.079442,?,?,4.583436,3.096482,10.776382,-0.328504,5.802118,-2.995732,7.88601,7.679926,-1.609438,1.386294,2.079442,3.044522,-3.506558,4.736198,5.379897,4.204693,3.258097,4.983607,0,3.321793,4.234107,N
1.609438,0,0,?,0.693147,?,0,-2.302585,?,?,0,0,0.693147,0,?,2.302585,0,?,?,3.016025,1.813195,6.640856,-3.218876,3.465736,-1.832581,3.750445,4.828474,0,?,?,1.098612,-2.813411,2.639057,2.890372,2.079442,1.94591,2.890372,0,2.813611,2.302585,N
2.197225,1.609438,0.693147,2.302585,1.791759,2.079442,1.098612,-2.120264,1.386294,0.693147,1.098612,0,2.302585,0,?,2.772589,?,?,?,3.683867,2.197225,8.078325,-2.120264,4.290459,-2.207275,5.187944,5.881091,-1.108663,0.693147,1.386294,2.197225,-2.65926,3.295837,3.828641,2.890372,2.484907,3.73767,0,3.912023,3.258097,N
1.386294,1.098612,0.693147,?,1.386294,1.386294,0.693147,-1.771957,0.693147,0.693147,0.693147,0,1.791759,0,?,2.484907,0,?,?,3.150169,1.809927,6.770319,-2.995732,3.496508,-1.832581,3.879913,4.960184,-0.693147,0,0.693147,1.791759,-2.302585,2.302585,3.135494,2.197225,2.397895,3.044522,0,3.218876,2.484907,N
1.098612,1.098612,?,?,?,1.386294,0.693147,-1.89712,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.564949,0.693147,?,?,2.895912,2.264883,7.424368,-2.813411,3.713572,-2.302585,4.533996,5.160032,-0.693147,0,0.693147,1.791759,-2.120264,2.639057,3.295837,2.079442,2.397895,2.833213,0,?,2.564949,N
4.007333,3.526361,3.218876,1.098612,4.51086,2.484907,3.401197,-1.514128,1.791759,0.693147,3.258097,-0.139262,4.248495,0,?,4.890349,1.098612,?,?,3.989725,4.349762,12.689303,0.336472,6.405228,-4.60517,9.798932,8.339479,-3.506558,1.098612,1.791759,3.73767,-2.207275,5.393628,5.953243,4.26268,3.912023,5.645447,0,3.723522,4.912655,Y
1.609438,1.098612,1.098612,?,2.564949,1.386294,0.693147,-2.040221,0.693147,0.693147,0.693147,0,1.94591,0,?,2.772589,1.098612,?,?,3.052113,2.208274,7.468724,-2.813411,3.73767,-2.207275,4.578313,5.26046,-0.693147,0,0.693147,1.94591,-2.813411,2.564949,3.367296,2.302585,2.639057,3.555348,0,3.802878,2.772589,N
3.091042,1.94591,0.693147,1.098612,1.609438,2.302585,1.386294,-2.040221,1.386294,0.916291,1.098612,-0.287682,2.484907,1.098612,-0.400478,3.295837,1.098612,?,?,3.359681,2.897016,9.154434,-1.771957,4.553877,-2.813411,6.264065,6.25715,-0.287682,1.098612,1.609438,2.302585,-2.65926,3.367296,4.189655,2.995732,3.218876,4.060443,0,3.129389,3.401197,N
2.944439,2.197225,0.693147,1.098612,2.70805,2.639057,1.609438,-1.89712,1.791759,0.845868,1.386294,-0.223144,2.772589,1.386294,-0.287682,3.433987,1.098612,?,?,3.555919,2.847812,9.251558,-1.609438,4.70048,-2.813411,6.361182,6.40374,-0.223144,1.386294,1.94591,2.564949,-2.65926,3.496508,4.343805,3.091042,3.135494,4.234107,0,3.603594,3.526361,N
1.609438,0,?,?,0,?,0,-2.302585,?,?,0,0,0,0,?,2.302585,0.693147,?,?,2.64191,0.693147,4.028027,-4.60517,2.302585,-0.693147,1.137833,3.334701,0,?,?,0.693147,-2.813411,1.098612,1.94591,1.098612,1.386294,2.833213,0,2.207175,2.302585,N
2.484907,2.197225,1.098612,0.693147,3.332205,2.772589,1.609438,-2.040221,2.079442,0.693147,1.098612,-0.510826,2.944439,0,?,3.610918,0.693147,?,?,3.431727,2.772589,8.977024,-1.832581,4.532599,-2.813411,6.086661,6.204437,-1.609438,1.386294,2.079442,2.772589,-2.813411,3.465736,4.110874,2.995732,2.995732,4.382027,0,3.801762,3.663562,N
0.693147,0,?,?,0,?,0,-2.040221,?,?,0,0,0,0,?,2.079442,0.693147,?,?,2.379546,0.916291,4.212128,-4.60517,2.197225,-0.916291,1.321756,3.295837,0,?,?,0.693147,-2.525729,1.098612,1.791759,1.098612,1.609438,2.484907,0,2.407846,2.079442,N
1.791759,0,?,?,0.693147,?,0,-2.040221,?,?,0,0,0,0,?,2.079442,0,?,?,3.08191,1.822935,6.726965,-3.218876,3.496508,-1.832581,3.836653,4.90446,0,?,?,0.693147,-2.813411,2.397895,3.091042,2.079442,2.197225,2.833213,0,2.995732,2.079442,N
1.609438,0,?,0,1.609438,?,0,-2.302585,?,?,0,0,0,0,?,2.197225,0.693147,?,?,3.266141,1.94591,7.158,-2.813411,3.78419,-1.966113,4.267597,5.212106,0,?,?,0.693147,-2.995732,2.639057,3.401197,2.197225,2.197225,3.044522,0,3.688879,2.302585,N
1.098612,0,?,?,1.609438,?,0,-2.207275,?,?,0,0,0,0,?,2.197225,0.693147,?,?,2.83615,2.110213,7.056477,-2.995732,3.583519,-2.120264,4.16589,4.946275,0,?,?,0.693147,-2.813411,2.397895,3.218876,1.791759,2.197225,2.890372,0,3.575431,2.197225,N
0.693147,0,?,?,0,?,0,-1.966113,?,?,0,0,0,0,?,1.94591,0,?,?,2.195,0.916291,4.028027,-4.60517,2.079442,-0.916291,1.137833,3.111736,0,?,?,0.693147,-2.407946,0.693147,1.791759,0.693147,1.609438,2.397895,0,2.525729,1.94591,N
1.609438,1.94591,0,?,1.791759,2.302585,1.386294,-1.89712,1.386294,0.916291,0.693147,-0.693147,2.564949,1.098612,-0.400478,3.258097,0.693147,?,?,3.657647,2.580217,8.818195,-1.771957,4.59512,-2.525729,5.927832,6.237973,-0.287682,1.098612,1.609438,2.397895,-2.207275,3.496508,4.189655,2.995732,2.772589,3.637586,0,2.931194,3.258097,N
1.609438,0,?,?,0.693147,?,0,-1.966113,?,?,0,0,0,0,?,1.94591,0,?,?,2.789937,1.791759,6.373371,-3.506558,3.218876,-1.771957,3.483085,4.581594,0,?,?,0.693147,-2.65926,2.079442,2.833213,1.791759,2.197225,2.70805,0,3.100993,1.94591,N
1.609438,0,?,?,1.791759,?,0,-2.65926,?,?,0,0,0,0,?,2.639057,0,?,?,3.331847,2.568788,8.469567,-2.120264,4.454347,-2.525729,5.579201,5.900774,0,?,?,0.693147,-3.218876,3.367296,4.043051,2.302585,2.197225,3.258097,0,3.401197,2.639057,N
1.386294,0,?,?,?,?,0,-2.207275,?,?,0,0,0,0,?,2.197225,0,?,?,2.299581,1.541159,5.380036,-3.912023,2.639057,-1.560648,2.489894,3.839667,0,?,?,0.693147,-2.65926,1.386294,2.302585,1.098612,1.94591,2.639057,0,?,2.197225,N
1.609438,0,?,?,?,?,0,-2.407946,?,?,0,0,0,0,?,2.397895,0.693147,?,?,2.466403,1.94591,6.358154,-3.506558,3.135494,-1.966113,3.467921,4.412192,0,?,?,0.693147,-2.813411,1.94591,2.772589,1.386294,2.079442,2.833213,0,?,2.397895,N
1.791759,2.397895,0,?,2.079442,2.995732,1.791759,-1.714798,2.302585,0.693147,1.098612,-0.693147,2.944439,0,?,3.526361,0.693147,?,?,4.080246,2.533697,9.148268,-1.386294,4.905275,-2.525729,6.257897,6.614297,-1.771957,1.609438,2.302585,2.70805,-2.120264,3.7612,4.521789,3.367296,2.833213,3.89182,0,2.947067,3.526361,N
1.386294,0,?,?,0,?,0,-1.966113,?,?,0,0,0,0,?,1.94591,0,?,?,2.298577,1.252763,4.804349,-4.60517,2.397895,-1.237874,1.913977,3.551627,0,?,?,0.693147,-2.525729,0.693147,2.197225,0.693147,1.94591,2.564949,0,2.525729,1.94591,N
3.044522,2.564949,1.609438,0.693147,3.401197,3.091042,1.94591,-1.560648,2.302585,0.788457,1.609438,-0.34249,3.178054,0,?,3.433987,0,?,?,3.269949,3.157,9.583923,-1.560648,4.836282,-3.218876,6.693547,6.426925,-1.966113,1.791759,2.397895,2.944439,-2.525729,3.850148,4.369448,2.70805,2.70805,4.442651,0,3.927699,3.496508,N
0.693147,0,?,?,0,?,0,-2.040221,?,?,0,0,0,0,?,2.079442,0.693147,?,?,2.379546,0.916291,4.212128,-4.60517,2.197225,-0.916291,1.321756,3.295837,0,?,?,0.693147,-2.525729,1.098612,1.791759,1.098612,1.609438,2.484907,0,2.407846,2.079442,N
0.693147,0,?,?,?,?,0,-1.771957,?,?,0,0,0,0,?,1.791759,0,?,?,2.302585,1.098612,4.49981,-4.60517,2.302585,-1.108663,1.609438,3.401197,0,?,?,0.693147,-2.207275,0.693147,2.079442,0.693147,1.791759,2.197225,0,?,1.791759,N
0.693147,0,?,?,?,?,0,-1.966113,?,?,0,0,0,0,?,1.94591,0.693147,?,?,2.250239,1.252763,4.755915,-4.60517,2.302585,-1.237874,1.865629,3.503152,0,?,?,0.693147,-2.302585,1.098612,1.94591,1.098612,1.94591,2.302585,0,?,1.94591,N
1.94591,1.098612,?,?,?,1.386294,0.693147,-2.040221,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.70805,0.693147,?,?,3.625407,2.028148,7.681666,-2.302585,4.094345,-2.040221,4.791318,5.653506,-0.693147,0,0.693147,1.791759,-2.407946,2.944439,3.713572,2.70805,2.484907,3.135494,0,?,2.70805,N
1.94591,0,?,?,?,?,0,-2.813411,?,?,0,0,0,0,?,2.772589,0.693147,?,?,3.545009,2.123458,7.7913,-2.302585,4.158883,-2.120264,4.900895,5.66819,0,?,?,0.693147,-3.218876,3.258097,3.637586,2.639057,2.197225,3.178054,0,?,2.772589,N
2.564949,0,?,?,0,?,0,-2.995732,?,?,0,0,0,0,?,2.944439,0.693147,?,?,3.406517,2.275214,7.956957,-2.302585,4.158883,-2.302585,5.066574,5.681673,0,?,?,0.693147,-3.912023,3.135494,3.713572,2.564949,2.397895,3.73767,0,1.609438,2.944439,N
2.302585,1.94591,0.693147,1.791759,2.484907,2.484907,1.386294,-1.660731,1.791759,0.693147,1.386294,0,2.70805,1.386294,0,2.70805,0.693147,?,?,2.895912,2.794839,8.485853,-2.302585,4.143135,-2.813411,5.595492,5.690799,0,1.098612,1.791759,2.564949,-2.407946,3.178054,3.663562,2.397895,2.70805,3.78419,0,3.999118,3.044522,N
3.970292,4.043051,2.564949,3.806662,2.564949,4.718499,3.367296,-1.771957,4.025352,0.693147,3.295837,-0.072571,5.087596,1.94591,-1.560648,4.867534,?,?,?,4.51437,4.023207,12.560844,0.530628,6.591674,-3.912023,9.670472,8.537584,-1.427116,3.332205,4.025352,4.905275,-2.207275,5.733341,6.040255,4.543295,3.526361,5.556828,0,3.429137,5.164786,N
2.484907,1.94591,2.079442,1.098612,1.098612,2.484907,1.386294,-2.120264,1.791759,0.693147,1.386294,0,3.218876,0,?,3.401197,?,?,?,3.416086,3.030617,9.477703,-1.560648,4.804021,-2.995732,6.58733,6.446878,-1.386294,1.098612,1.791759,3.135494,-2.525729,4.060443,4.158883,3.044522,2.70805,3.89182,0,2.813611,3.496508,N
2.302585,2.397895,2.079442,1.386294,?,2.995732,1.791759,-1.832581,2.302585,0.693147,1.791759,0,3.433987,0,?,3.526361,?,?,?,4.163715,2.484907,9.133461,-1.347074,4.983607,-2.525729,6.243098,6.648557,-1.771957,1.609438,2.302585,3.295837,-2.120264,3.988984,4.521789,3.295837,2.484907,3.89182,0,2.354228,3.637586,N
3.850148,2.70805,1.94591,3.295837,3.332205,2.995732,2.197225,-2.302585,2.302585,0.693147,1.791759,-0.400478,3.912023,0,?,4.077537,0,?,?,3.85651,3.823629,11.503709,-0.328504,5.817111,-3.912023,8.613338,7.680097,-2.207275,1.609438,2.302585,3.7612,-2.813411,4.912655,5.298317,3.951244,3.555348,5.087596,0,3.876396,4.454347,N
1.94591,1.94591,0,2.397895,3.401197,2.484907,1.386294,-1.89712,1.791759,0.693147,0,-1.386294,2.70805,0,?,2.772589,1.791759,?,?,2.937573,2.976549,8.890266,-2.120264,4.343805,-2.995732,5.999904,5.913962,-1.386294,1.098612,1.791759,2.564949,-2.813411,3.526361,3.7612,2.564949,2.70805,4.174387,0,4.275693,3.295837,N
3.496508,3.135494,0,1.609438,4.553877,3.78419,2.484907,-1.771957,3.091042,0.693147,0,-2.525729,4.094345,0,?,4.174387,1.386294,?,?,4.371724,3.738146,11.847958,0.10436,6.293419,-3.912023,8.957586,8.109829,-2.525729,2.397895,3.091042,3.912023,-2.813411,5.438079,5.739793,3.951244,2.944439,5.293305,0,4.10446,4.248495,N
1.098612,0,0,?,?,?,0,-2.040221,?,?,0,0,1.098612,0,?,2.079442,?,?,?,2.449279,0.982078,4.410978,-4.60517,2.397895,-0.967584,1.519513,3.430109,0,?,?,1.386294,-2.525729,1.386294,1.94591,1.098612,1.386294,2.484907,0,?,2.079442,N
3.828641,3.663562,1.791759,2.995732,4.564348,4.248495,2.995732,-1.714798,3.465736,0.783902,1.386294,-1.609438,4.574711,2.197225,-0.867501,4.51086,0,?,?,4.285929,3.940999,12.167921,0.223144,6.342121,-3.912023,9.277548,8.22691,-0.798508,2.944439,3.555348,4.369448,-2.525729,5.521461,5.762051,4.219508,3.332205,5.537334,0,4.026066,4.70953,Y
1.609438,1.609438,1.098612,?,1.098612,2.079442,1.098612,-1.89712,1.386294,0.693147,1.098612,0,2.70805,0,?,2.995732,?,?,?,3.659708,2.507972,8.675357,-1.832581,4.532599,-2.525729,5.784994,6.167558,-1.108663,0.693147,1.386294,2.639057,-2.302585,3.258097,4.204693,2.890372,2.833213,3.367296,0,2.568022,2.995732,N
?,0,?,?,?,?,0,-1.771957,?,?,0,0,0,0,?,1.791759,?,?,?,1.673351,0.405465,2.484907,?,1.386294,-0.400478,-0.400478,2.079442,0,?,?,0.693147,-1.966113,0,1.098612,0,1.098612,1.94591,0,?,1.791759,N
2.197225,2.944439,?,1.791759,1.791759,3.583519,2.302585,-1.832581,2.890372,0.693147,0,-2.302585,3.637586,1.609438,-0.820981,4.060443,1.098612,?,?,3.433665,3.512142,10.457852,-1.049822,5.231109,-3.506558,7.56748,6.945735,-0.693147,2.197225,2.890372,3.401197,-2.040221,4.418841,4.644391,3.258097,3.044522,4.382027,0,2.841415,4.158883,Y
2.833213,3.367296,?,2.944439,3.970292,3.912023,2.70805,-1.514128,3.091042,0.81978,0,-2.65926,4.007333,2.197225,-0.562119,3.912023,0.693147,?,?,3.927699,3.229222,10.38597,-0.84397,5.389072,-3.218876,7.495597,7.156878,-0.510826,2.639057,3.218876,3.73767,-2.207275,4.488636,4.867534,3.610918,3.044522,4.941642,0,4.077876,4.234107,N
0,1.609438,?,?,?,2.079442,1.098612,-1.386294,1.386294,0.693147,0,-1.108663,2.484907,0,?,2.484907,0.693147,?,?,3.083285,2.343727,7.770253,-2.525729,3.931826,-2.302585,4.879919,5.426842,-1.108663,0.693147,1.386294,2.397895,-1.560648,3.218876,3.258097,2.484907,2.302585,2.639057,0,?,2.484907,N
3.178054,3.496508,1.94591,2.564949,4.007333,4.094345,2.833213,-1.832581,3.332205,0.760806,1.791759,-1.049822,4.369448,1.94591,-0.967584,4.532599,0,?,?,4.025709,3.87245,11.770467,-0.105361,6.008813,-3.912023,8.880095,7.89811,-0.891598,2.772589,3.401197,4.158883,-2.407946,5.153292,5.455321,4.143135,3.555348,5.225747,0,3.743368,4.663439,N
3.178054,3.610918,1.791759,?,2.890372,3.951244,2.944439,-1.272966,2.995732,0.955511,2.564949,-0.385662,4.219508,2.944439,0,4.234107,?,?,?,4.298781,3.630985,11.560779,-0.072571,6.045005,-3.506558,8.670407,7.929792,0,2.772589,3.258097,3.931826,-1.771957,5.01728,5.602119,4.158883,3.465736,4.718499,0,3.02965,4.234107,N
1.386294,1.609438,?,0,?,2.079442,1.098612,-1.714798,1.386294,0.693147,0,-1.108663,2.302585,1.098612,0,2.772589,0.693147,?,?,2.618855,2.357073,7.333676,-2.995732,3.496508,-2.407946,4.443357,4.976389,0,0.693147,1.386294,2.197225,-1.966113,2.564949,2.995732,2.079442,2.564949,3.091042,0,1.771557,2.833213,N
1.609438,1.609438,?,?,?,2.079442,1.098612,-1.89712,1.386294,0.693147,0,-1.108663,2.197225,0,?,2.995732,0.693147,?,?,2.305581,2.685805,7.677021,-2.995732,3.583519,-2.65926,4.786658,4.991452,-1.108663,0.693147,1.386294,2.079442,-2.120264,2.772589,2.995732,1.791759,2.397895,3.258097,0,?,2.995732,N
3.258097,3.332205,2.772589,2.995732,4.779123,3.332205,2.833213,-2.302585,2.484907,0.845868,2.564949,-0.274437,4.276666,2.302585,-0.579818,5.036953,0,?,?,4.892977,3.652475,12.198022,0.536493,6.543912,-3.506558,9.30765,8.54551,-0.527633,2.079442,2.639057,4.043051,-2.995732,5.652489,6.016157,4.890349,3.583519,5.768321,0,3.859466,5.159055,N
1.791759,3.433987,1.098612,0,2.944439,3.988984,2.772589,-1.514128,3.178054,0.81093,1.94591,-0.820981,4.110874,2.197225,-0.634878,4.276666,1.791759,?,?,4.456206,2.904713,10.265663,-0.653926,5.541264,-2.995732,7.375293,7.36095,-0.579818,2.70805,3.332205,3.850148,-1.832581,4.418841,5.147494,3.912023,3.091042,4.59512,0,3.079154,4.290459,N
3.044522,3.433987,2.302585,2.564949,3.912023,3.526361,2.890372,-2.040221,2.772589,0.756122,2.564949,-0.328504,4.276666,0,?,4.828314,1.098612,?,?,4.354141,3.69511,11.744406,0.039221,6.082219,-3.912023,8.854034,8.049296,-2.813411,2.197225,2.833213,4.025352,-2.65926,5.123964,5.598422,4.564348,3.828641,5.537334,0,3.511844,4.927254,N
?,0,?,?,1.386294,?,0,-1.771957,?,?,0,0,0,0,?,1.791759,?,?,?,2.796671,1.252763,5.30211,-3.912023,2.772589,-1.237874,2.411439,4.049347,0,?,?,0.693147,-2.407946,1.609438,2.397895,1.609438,1.94591,2.397895,0,3.688879,1.791759,N
1.791759,2.197225,0.693147,?,2.833213,2.772589,1.609438,-1.771957,2.079442,0.693147,0.693147,-0.916291,3.044522,0,?,3.367296,0.693147,?,?,3.310543,3.033991,9.37838,-1.660731,4.70953,-2.995732,6.488004,6.344495,-1.609438,1.386294,2.079442,2.890372,-2.407946,3.78419,4.204693,2.890372,2.833213,3.970292,0,3.609836,3.367296,N
2.079442,1.609438,0,0,2.397895,2.079442,1.098612,-1.832581,1.386294,0.693147,0,-1.108663,2.484907,0,?,2.890372,1.386294,?,?,3.572346,2.556452,8.685957,-1.89712,4.51086,-2.525729,5.795571,6.129137,-1.108663,0.693147,1.386294,2.397895,-2.995732,3.555348,4.025352,2.944439,2.639057,4.043051,0,3.688879,2.944439,N
2.833213,3.044522,1.94591,?,2.079442,3.583519,2.397895,-1.609438,2.772589,0.81093,2.079442,-0.314711,3.970292,1.609438,-0.916291,4.007333,1.386294,?,?,3.889573,3.289521,10.468522,-0.820981,5.379897,-3.218876,7.578151,7.179026,-0.798508,2.302585,2.890372,3.78419,-1.966113,4.477337,4.859812,3.713572,3.218876,4.394449,0,2.541602,4.007333,N
2.639057,1.609438,0.693147,?,3.663562,2.079442,1.098612,-2.813411,1.386294,0.693147,0,-1.108663,2.564949,0,?,3.850148,0.693147,?,?,4.092176,2.750471,9.593646,-1.171183,5.010635,-2.813411,6.703274,6.842886,-1.108663,0.693147,1.386294,2.484907,-3.912023,4.406719,4.219508,4.007333,3.044522,4.795791,0,3.81441,3.850148,N
2.302585,2.397895,0.693147,0.693147,2.639057,2.995732,1.791759,-1.714798,2.302585,0.693147,0.693147,-1.108663,3.218876,1.386294,-0.510826,3.465736,0,?,?,3.082827,3.128951,9.34079,-1.771957,4.553877,-3.218876,6.450423,6.211704,-0.400478,1.609438,2.302585,3.044522,-2.302585,3.610918,4.060443,2.833213,3.044522,4.077537,0,3.506458,3.526361,N
0.693147,1.609438,1.386294,?,0.693147,2.079442,1.098612,-1.966113,1.386294,0.693147,1.098612,0,2.639057,0,?,3.044522,0.693147,?,?,3.542697,2.155245,7.851945,-2.302585,4.127134,-2.120264,4.961585,5.697295,-1.108663,0.693147,1.386294,2.564949,-2.120264,3.135494,3.663562,2.772589,2.484907,3.258097,0,2.163323,3.044522,N
1.386294,1.098612,?,?,0,1.386294,0.693147,-1.966113,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.639057,1.098612,?,?,2.544747,2.061787,6.667377,-3.506558,3.178054,-2.040221,3.77689,4.60597,-0.693147,0,0.693147,1.791759,-2.302585,2.302585,2.639057,1.94591,2.397895,2.995732,0,1.89762,2.639057,N
1.791759,1.609438,1.791759,?,1.791759,2.079442,1.098612,-1.966113,1.386294,0.693147,1.098612,0,2.70805,0,?,3.044522,0.693147,?,?,3.69883,2.420368,8.539665,-1.89712,4.454347,-2.407946,5.649291,6.119286,-1.108663,0.693147,1.386294,2.639057,-2.407946,3.583519,3.912023,3.178054,2.70805,3.526361,0,3.100993,3.044522,N
2.197225,1.609438,1.386294,?,2.397895,2.079442,1.098612,-2.207275,1.386294,0.693147,0.693147,-0.400478,2.772589,0,?,3.332205,0,?,?,3.599228,2.723924,9.046696,-1.660731,4.644391,-2.65926,6.156322,6.322906,-1.108663,0.693147,1.386294,2.70805,-2.813411,3.465736,4.276666,3.044522,2.995732,3.89182,0,3.339677,3.332205,Y
